"start_station_name","lat","lng","member_casual","total_trips"
"Monticello Ave & Irving Park Rd","41.9539910520232897","-87.7190789535807860","casual","687"
"Albany Ave & Montrose Ave","41.9610338507500000","-87.7058409382058824","casual","680"
"Wallace St & 35th St","41.8306665727245950","-87.6412791656701031","casual","679"
"Western Ave & Gunnison St","41.9697332132890855","-87.6896585681563422","member","678"
"Kedzie Ave & George St","41.9328325288348083","-87.7079842770353982","member","678"
"Calumet Ave & 51st St","41.8022784786558346","-87.6180644631314623","member","677"
"Francisco Ave & Foster Ave","41.9756528637833828","-87.7014292423590504","casual","674"
"Central Park Ave & North Ave","41.9096557497159940","-87.7166582657399103","casual","669"
"Winchester (Ravenswood) Ave & Balmoral Ave","41.9797719713602392","-87.6775595468759342","casual","669"
"Western Ave & Grace St","41.9503009774390244","-87.6884380781707317","casual","656"
"Noble St & Milwaukee Ave (Temp)","41.8998025003058104","-87.6614580562691131","casual","654"
"Eastlake Ter & Howard St","42.0191953341257669","-87.6643191774846626","casual","652"
"Central St Metra","42.0637481895552147","-87.6987068605368098","casual","652"
"Western Ave & Berteau Ave","41.9583162854754601","-87.6887483861656442","member","652"
"Evanston Civic Center","42.0570352546759259","-87.6865707450308642","casual","648"
"Wentworth Ave & 24th St","41.8500783242967543","-87.6321511213137558","casual","647"
"Dorchester Ave & 63rd St","41.7804090961370717","-87.5914051337538941","member","642"
"Clinton St & Polk St","41.8714544126635514","-87.6409490006074766","member","642"
"Sawyer Ave & Irving Park Rd","41.9536098942121685","-87.7093031485959438","casual","641"
"N Paulina St & Lincoln Ave","41.9429184132288401","-87.6711992679623824","casual","638"
"Keystone Ave & Montrose Ave","41.9610891392197452","-87.7289882474044586","member","628"
"Keystone Ave & Fullerton Ave","41.9245721294108280","-87.7278813579617834","member","628"
"Kedzie Ave & Bryn Mawr Ave","41.9822421689936102","-87.7088996368370607","member","626"
"Western Ave & Monroe St","41.8798044436160000","-87.6860782953280000","casual","625"
"63rd St Beach","41.7809220676384365","-87.5763157075570033","casual","614"
"Elston Ave & George St","41.9330364272475570","-87.6906414783550489","casual","614"
"California Ave & Lake St","41.8844609559803922","-87.6962211635130719","casual","612"
"South Shore Dr & 71st St","41.7664118594693201","-87.5657013659867330","casual","603"
"Western Ave & Lunt Ave","42.0086090246345515","-87.6904550781561462","casual","602"
"Western Ave & 21st St","41.8541021759764310","-87.6857510318181818","casual","594"
"South Shore Dr & 71st St","41.7664094884602369","-87.5656982309813875","member","591"
"Knox Ave & Montrose Ave","41.9606575261904762","-87.7453856013265306","casual","588"
"Kildare Ave & Montrose Ave","41.9610783014115646","-87.7356913749659864","member","588"
"Calumet Ave & 35th St","41.8313796151712329","-87.6180383123287671","casual","584"
"Emerald Ave & 28th St","41.8435803305172414","-87.6454018659827586","casual","580"
"Woodlawn Ave & Lake Park Ave","41.8140889494818653","-87.5970095307426598","casual","579"
"Washtenaw Ave & Polk St","41.8710066064248705","-87.6933428991882556","member","579"
"Francisco Ave & Chicago Ave","41.8958000900173310","-87.6986393435181976","member","577"
"Manor Ave & Leland Ave","41.9658656788908146","-87.7008298982668977","casual","577"
"University Ave & 59th St","41.7878711691145833","-87.5989367637847222","casual","576"
"Francisco Ave & Montrose Ave","41.9606861889565217","-87.7006049779130435","casual","575"
"Kedzie Ave & 48th Pl","41.8031606333856894","-87.7027337201221640","casual","573"
"Prairie Ave & Garfield Blvd","41.7948492951052632","-87.6187328882982456","casual","570"
"Cottage Grove Ave & Oakwood Blvd","41.8230872882807018","-87.6071444037192982","casual","570"
"Ridge Blvd & Howard St","42.0192677654833040","-87.6845356334973638","member","569"
"California Ave & Winona St","41.9732094892566372","-87.6985207673451327","member","565"
"Central Park Ave & North Ave","41.9096556474464286","-87.7166472569464286","member","560"
"Warren Park East","42.0045535032795699","-87.6806501949283154","member","558"
"Central St & Girard Ave","42.0643066722882883","-87.6861455463063063","member","555"
"Elmwood Ave & Austin St","42.0257815414130435","-87.6841157924275362","member","552"
"Clinton St & Polk St","41.8714614392207792","-87.6409231891836735","casual","539"
"Elston Ave & Henderson St","41.9410579545708955","-87.7005957075000000","casual","536"
"Leavitt St & Archer Ave","41.8287575939065421","-87.6806522317757009","casual","535"
"Kedzie Ave & Lake St","41.8847512099056604","-87.7063417036415094","member","530"
"Cottage Grove Ave & 51st St","41.8030249997523810","-87.6066125396571429","casual","525"
"Kedzie Ave & George St","41.9332320808986616","-87.7076992667112811","casual","523"
"Ridge Blvd & Touhy Ave","42.0120742650478011","-87.6829387971510516","member","523"
"Elston Ave & Henderson St","41.9411878530842912","-87.7006687848850575","member","522"
"Kedzie Ave & Foster Ave","41.9756728455470250","-87.7092677709980806","casual","521"
"Keystone Ave & Fullerton Ave","41.9245724412162162","-87.7278781597297297","casual","518"
"Oakley Ave & Touhy Ave","42.0123389017578125","-87.6882503215039063","member","512"
"California Ave & Francis Pl (Temp)","41.9184671286888454","-87.6973539590606654","member","511"
"Central St & Girard Ave","42.0643054446837945","-87.6861450329249012","casual","506"
"California Ave & Lake St","41.8844610584462151","-87.6963034041035857","member","502"
"Dodge Ave & Church St","42.0483241495975855","-87.6984218370623742","casual","497"
"Budlong Woods Library","41.9836725547878788","-87.6964248430505051","member","495"
"Francisco Ave & Bloomingdale Ave","41.9137461747676768","-87.6994429241010101","casual","495"
"Drake Ave & Montrose Ave","41.9611573063114754","-87.7165980898565574","casual","488"
"Central St Metra","42.0637032948254620","-87.6987124805544148","member","487"
"Sacramento Blvd & Addison St","41.9468911670841889","-87.7023776862217659","casual","487"
"Prairie Ave & 43rd St","41.8166655647698745","-87.6194137102092050","member","478"
"Central Park Ave & Ogden Ave","41.8540096573319328","-87.7149921574789916","casual","476"
"Cottage Grove Ave & Oakwood Blvd","41.8229770453911205","-87.6070989836152220","member","473"
"Troy St & Grace St","41.9501889271063830","-87.7071021828085106","casual","470"
"Drexel Ave & 60th St","41.7858462034261242","-87.6045783438329764","casual","467"
"2112 W Peterson Ave","41.9911753151820128","-87.6836016293576017","member","467"
"DuSable Museum","41.7915572197840173","-87.6078529907559395","member","463"
"South Shore Dr & 67th St","41.7736447551101322","-87.5674651722687225","casual","454"
"Kedzie Ave & Chicago Ave","41.8954702513495575","-87.7061394083185841","member","452"
"MLK Jr Dr & Pershing Rd","41.8246918759292035","-87.6168124962610619","casual","452"
"Dodge Ave & Church St","42.0483180848000000","-87.6983366750000000","member","450"
"Ashland Ave & 13th St","41.8652525716000000","-87.6665053506444444","casual","450"
"Long & Irving Park","41.9519382944642857","-87.7613869300223214","casual","448"
"California Ave & 21st St","41.8537963383031674","-87.6958274990723982","member","442"
"Loomis St & Archer Ave","41.8416370086167800","-87.6574588402267574","casual","441"
"W Washington Blvd & N Peoria St","41.8831789075862069","-87.6499772284827586","casual","435"
"Prairie Ave & 43rd St","41.8166661731105991","-87.6194143630875576","casual","434"
"Rockwell St & Cermak Rd","41.8511805359353349","-87.6904363851963048","member","433"
"Western Ave & Berteau Ave","41.9584070634872979","-87.6888235237644342","casual","433"
"Kilbourn Ave & Irving Park Rd","41.9537348537762238","-87.7405551334265734","member","429"
"Western Ave & 24th St","41.8484686022196262","-87.6851314294392523","member","428"
"Racine Ave & 13th St","41.8650448391549296","-87.6569756188967136","casual","426"
"Maplewood Ave & Peterson Ave","41.9902355580378251","-87.6933695529550827","member","423"
"Albany Ave & Belmont Ave","41.9397292533412322","-87.7059639165639810","member","422"
"Ogden Ave & Roosevelt Rd","41.8661288602369668","-87.6846788339810427","casual","422"
"Kedzie Ave & Lake St","41.8847372370546318","-87.7063374149168646","casual","421"
"N Shore Channel Trail & Argyle St","41.9717985731828979","-87.7022986900475059","casual","421"
"State St & 95th St","41.7217185512200957","-87.6228347959808612","member","418"
"Dorchester Ave & 49th St","41.8057870087290168","-87.5924651452278177","casual","417"
"Narragansett & Wrightwood","41.9284870214182692","-87.7873328922355769","casual","416"
"Budlong Woods Library","41.9836848865060241","-87.6964242433253012","casual","415"
"Shields Ave & 28th Pl","41.8427816206521739","-87.6354978869806763","casual","414"
"Francisco Ave & Chicago Ave","41.8958917624330900","-87.6986730091727494","casual","411"
"St. Louis Ave & Balmoral Ave","41.9800329990686275","-87.7158681094852941","casual","408"
"Racine Ave & 35th St","41.8306657425369458","-87.6561904188916256","casual","406"
"Archer (Damen) Ave & 37th St","41.8267156261138614","-87.6831488314603960","member","404"
"Western Ave & Granville Ave","41.9941711083084577","-87.6894523112437811","casual","402"
"State St & 95th St","41.7217091126500000","-87.6228311104000000","casual","400"
"Eggleston Ave & 69th St","41.7688982607017544","-87.6358663032581454","member","399"
"Francisco Ave & Bloomingdale Ave","41.9132737352763819","-87.6995209755276382","member","398"
"MLK Jr Dr & 47th St","41.8098428668341709","-87.6162938519346734","member","398"
"Clark St & Jarvis Ave","42.0159651470780856","-87.6749996861712846","casual","397"
"Clark St & Touhy Ave","42.0125617191348601","-87.6742745591857506","casual","393"
"Public Rack - Kostner Ave & Armitage Ave","41.9185408791581633","-87.7380526207653061","member","392"
"Western Ave & Howard St","42.0189133639175258","-87.6900528672422680","casual","388"
"Elmwood Ave & Austin St","42.0257832529123711","-87.6841175116494845","casual","388"
"Sacramento Blvd & Addison St","41.9470848742377261","-87.7022277025064599","member","387"
"N Damen Ave & W Chicago Ave","41.8963124997916667","-87.6782979364322917","casual","384"
"Damen Ave & Coulter St","41.8491944493229167","-87.6756430170052083","member","384"
"Cottage Grove Ave & 63rd St","41.7805714072395833","-87.6060329638802083","casual","384"
"Pulaski Rd & 51st St","41.8002971207832898","-87.7232249812532637","casual","383"
"Harlem & Irving Park","41.9521685223498695","-87.8081018478851175","casual","383"
"MTV Hubbard St","41.8897968361256545","-87.6802864002356021","casual","382"
"Bernard St & Elston Ave","41.9499294937894737","-87.7139665860789474","casual","380"
"Kildare Ave & Montrose Ave","41.9610732469129288","-87.7356928473878628","casual","379"
"California Ave & 23rd Pl","41.8491183611764706","-87.6951408035828877","member","374"
"Western Ave & Gunnison St","41.9697400838709677","-87.6896661679301075","casual","372"
"Valli Produce - Evanston Plaza","42.0397261987193460","-87.6994184687465940","member","367"
"Kenosha & Wellington","41.9320115010136986","-87.7317105246301370","member","365"
"Warren Park West","42.0017889000275482","-87.6888284171900826","casual","363"
"Valli Produce - Evanston Plaza","42.0397224762707182","-87.6994205420165746","casual","362"
"Halsted St & 37th St","41.8270819993370166","-87.6457209023756906","member","362"
"MLK Jr Dr & 47th St","41.8098449080332410","-87.6162920809695291","casual","361"
"Ridge Blvd & Touhy Ave","42.0121279781111111","-87.6829307575833333","casual","360"
"63rd St Beach","41.7809193604722222","-87.5763168343611111","member","360"
"Long & Irving Park","41.9522231499436620","-87.7615913067042254","member","355"
"Washtenaw Ave & Ogden Ave","41.8620052331355932","-87.6934395628531073","member","354"
"Pulaski Rd & Eddy St","41.9462763493982808","-87.7310568804011461","casual","349"
"Keystone Ave & Montrose Ave","41.9610825156772334","-87.7289839491066282","casual","347"
"Conservatory Dr & Lake St","41.8854912432369942","-87.7168643761849711","casual","346"
"Oakley Ave & Touhy Ave","42.0123354337861272","-87.6882536264739884","casual","346"
"California Ave & 21st St","41.8537951210982659","-87.6958245866763006","casual","346"
"Dodge Ave & Main St","42.0347276964057971","-87.6991646561739130","member","345"
"Cottage Grove Ave & 47th St","41.8098463840289855","-87.6067514498260870","casual","345"
"Calumet Ave & 51st St","41.8022779815743440","-87.6180664711078717","casual","343"
"Sayre & Diversey","41.9306160516176471","-87.8006382345882353","casual","340"
"Whipple/Irving Park","41.9529093432743363","-87.7030260371681416","member","339"
"Kostner Ave & Wrightwood Ave","41.9285663181305638","-87.7372065968842730","member","337"
"Whipple/Irving Park","41.9533290554790419","-87.7034689934131737","casual","334"
"State St & 29th St","41.8417104485498489","-87.6269450677945619","casual","331"
"Campbell Ave & Irving Park Rd","41.9526614994528875","-87.6905951873252280","member","329"
"Wolcott Ave & Fargo Ave","42.0169476217073171","-87.6777171060365854","member","328"
"Lockwood Ave & Wrightwood Ave","41.9287131008950617","-87.7590384061419753","member","324"
"Campbell Ave & Irving Park Rd","41.9528711429721362","-87.6906342661300310","casual","323"
"Cottage Grove Ave & 43rd St","41.8164895993437500","-87.6065950845312500","casual","320"
"Milwaukee Ave & Cuyler Ave","41.9544702864353312","-87.7495959790851735","casual","317"
"Halsted St & 96th St","41.7197175620504732","-87.6429415532807571","member","317"
"Jeffery Blvd & 71st St","41.7666197957777778","-87.5764318467936508","member","315"
"May St & 69th St","41.7689506016825397","-87.6529404028253968","member","315"
"California Ave & 23rd Pl","41.8491224697460317","-87.6951402007936508","casual","315"
"Warren Park East","42.0045576488782051","-87.6806456882692308","casual","312"
"Public Rack - Racine Ave & 109th Pl","41.6928379125483871","-87.6515964418709677","member","310"
"Kedzie Ave & Bryn Mawr Ave","41.9822484113961039","-87.7088975625649351","casual","308"
"Lincoln Ave & Balmoral Ave","41.9795981934983498","-87.6922878074257426","member","303"
"Dorchester Ave & 63rd St","41.7804094983557047","-87.5914035470469799","casual","298"
"Normal Ave & Archer Ave","41.8495277652861953","-87.6405865738720539","casual","297"
